boxID,magnification,imageName,specimenNR,formation,zh,oh,ow.m,ow.b,o.side,mpw.b,cw.m,cw.b,cw.d,c.side,zh.zw,oh.ow,ln.zh,ln.mpw.b,ln.cw.m,ln.cw.d,ln.ow.m,ln.oh,ln.o.side,ln.c.side
588_1294_450_585,x30,392_CV_2_15v_x30_BSE,392CV,NKBS,673.8515067,0.113390061,376.5306311,312.2345947,293.5463899,183.7694178,430.847942,260.9818272,409.244251,257.4204516,1.646575377,0.000301144,6.51300977,5.213681807,6.065755225,6.014312169,5.930999401,-2.176921541,5.682035684,5.550710746
627_166_527_589,x30,392_CV_2_15v_x30_BSE,392CV,NKBS,691.314768,0.106082751,426.8061778,312.7922503,234.0795001,178.1108345,360.6469526,175.7871153,392.399387,323.8857291,1.761763119,0.00024855,6.538595245,5.182406022,5.887899509,5.972280166,6.056329994,-2.24353582,5.455660802,5.780390765
1081_167_355_575,x30,392_CV_2_15v_x30_BSE,392CV,NKBS,638.7183207,0.108433351,390.935899,311.6497299,243.544598,153.8994534,263.1224211,145.364459,332.6013923,249.7157659,1.920371759,0.000277369,6.459463544,5.036299489,5.572619403,5.806944753,5.968543605,-2.221619572,5.49530008,5.520323334
574_636_365_585,x30,392_CV_2_15v_x30_BSE,392CV,NKBS,735.3036066,0.107058336,416.4076246,344.4776289,305.6197333,147.4568106,317.1065914,194.257437,370.9642894,291.0793977,1.982141213,0.0002571,6.600283484,4.993535323,5.759237968,5.916105803,6.031664647,-2.234381401,5.722341628,5.673596074
205_323_418_531,x30,392_CV_2_15v_x30_BSE,392CV,NKBS,684.1182949,0.097791907,430.2502687,377.8553606,275.0186516,181.5481523,352.8498893,194.5935712,411.8442958,288.5129904,1.661109069,0.000227291,6.528130848,5.201520921,5.866042724,6.020645355,6.06436706,-2.324913461,5.616838919,5.664740112
31_1361_402_643,x30,392_CV_2_15v_x30_BSE,392CV,NKBS,718.7392187,0.116235187,392.7531406,311.8986497,311.3716182,160.2020449,402.6537897,242.6247674,393.4181669,292.4995837,1.826909074,0.00029595,6.577498592,5.076435799,5.99807711,5.974873084,5.973181274,-2.152139663,5.740987113,5.678463244
614_1389_342_580,x30,394_CV_1_15v_x30_BSE,394CV,NKBS,661.9445216,0.112784463,384.2617499,305.0976171,264.8578644,133.0405569,302.7052199,167.0664747,360.4014797,260.6471392,1.83668647,0.000293509,6.495181748,4.890654021,5.71275946,5.887218631,5.951323961,-2.182276691,5.579193321,5.563167535
362_1049_400_604,x30,394_CV_1_15v_x30_BSE,394CV,NKBS,747.7414646,0.106199911,430.8669022,345.2790391,306.8150131,148.6614605,383.2399452,233.9803652,439.9477342,316.4704394,1.69961431,0.00024648,6.617057283,5.001671643,5.948661282,6.086655934,6.065799231,-2.242432004,5.726245003,5.757229839
243_695_385_659,x30,394_CV_1_15v_x30_BSE,394CV,NKBS,803.3202619,0.099894074,450.5222492,383.978188,314.7757785,172.952724,367.0087196,199.3901976,440.495162,343.5569781,1.823675562,0.00022173,6.688753466,5.153018285,5.905385607,6.087899462,6.110407464,-2.303644918,5.751860571,5.839352973
146_1425_480_517,x30,394_CV_1_15v_x30_BSE,394CV,NKBS,743.885897,0.120475464,405.675542,301.2941042,327.2810967,138.1809994,324.5291902,189.4817743,370.3030597,295.7478735,2.008857009,0.000296975,6.611887659,4.928564416,5.782375486,5.914321751,6.005553682,-2.116309168,5.790819425,5.689507313
727_881_391_581,x30,394_CV_2_15v_x30_BSE,394CV,NKBS,690.1656131,0.108009667,386.8748447,311.1119086,250.8403946,137.0034536,315.4405999,176.8450367,369.4490623,325.2053276,1.868094099,0.000279185,6.536931588,4.920006134,5.753970391,5.912012875,5.958101242,-2.225534544,5.524816859,5.78445676
431_567_380_539,x30,394_CV_2_15v_x30_BSE,394CV,NKBS,672.433639,0.10898438,390.0991495,311.5317511,247.628536,147.3921629,307.9227376,160.6009909,362.2027635,308.3190901,1.85651162,0.000279376,6.510903429,4.993096809,5.7298489,5.892204175,5.966400936,-2.216550713,5.511929784,5.731135253
645_1487_406_549,x30,394_CV_2_15v_x30_BSE,394CV,NKBS,696.4556592,0.104972338,434.3038707,339.5693196,259.1913626,166.3477654,385.2949798,237.9272448,407.9413519,331.2225065,1.707244573,0.000241703,6.546004129,5.114080569,5.954009222,6.011123419,6.073744452,-2.254058414,5.557566641,5.802790375
174_1489_374_516,x30,394_CV_2_15v_x30_BSE,394CV,NKBS,665.3030691,0.112392596,371.2871287,300.574738,256.9262194,165.420298,285.1492788,134.3137013,365.9089764,308.3347308,1.818220136,0.000302711,6.50024268,5.108489496,5.653012828,5.902384604,5.916975695,-2.185757215,5.54878896,5.731185981
225_856_380_526,x30,394_CV_2_15v_x30_BSE,394CV,NKBS,679.4673433,0.101420236,416.9010549,344.2680866,254.5689946,173.1651435,334.804615,184.8479467,399.8237802,300.6835774,1.699417035,0.000243272,6.521309172,5.154245726,5.813547123,5.991023901,6.032848915,-2.288482643,5.539571898,5.706058474
201_1788_438_559,x30,394_CV_2_15v_x30_BSE,394CV,NKBS,759.4004902,0.111049413,411.7913977,320.8372349,267.9624996,167.01757,398.0730251,233.1934825,420.0958454,390.1592789,1.807683886,0.000269674,6.632529293,5.118099017,5.986635469,6.040482889,6.020516905,-2.197780016,5.590847044,5.966555063
919_1180_356_677,x30,394_CV_3_15v_x30_BSE,394CV,NKBS,959.7805747,0.118616338,390.3329226,314.0563609,346.1580429,168.5189365,282.351866,130.7384826,369.6148626,421.8103073,2.596704494,0.000303885,6.86670469,5.127048126,5.643154045,5.912461552,5.967000023,-2.131861048,5.846895442,6.044555704
654_843_378_651,x30,394_CV_3_15v_x30_BSE,394CV,NKBS,830.4528198,0.104076921,422.5002539,356.3172093,324.2026456,165.420298,358.4544345,230.763645,427.1664985,382.5550754,1.944096325,0.000246336,6.721971118,5.108489496,5.881801552,6.057173863,6.046190048,-2.262625024,5.78136877,5.946872631
704_1503_435_679,x30,394_CV_3_15v_x30_BSE,394CV,NKBS,811.9633568,0.101829918,457.4053829,368.652183,322.8941901,170.9335203,424.0924092,237.2682526,470.1377763,375.4134738,1.727075334,0.000222625,6.699455212,5.141274711,6.049951378,6.153025793,6.12557005,-2.284451324,5.777324685,5.928028015
355_520_448_605,x30,394_CV_3_15v_x30_BSE,394CV,NKBS,726.080108,0.106607749,414.1914191,344.0109265,305.3805018,177.4982417,338.8629029,189.8837363,393.019979,285.2762939,1.847438163,0.000257388,6.58766035,5.178960703,5.825595609,5.973860448,6.026328232,-2.238599079,5.721558546,5.653458163
195_1555_471_601,x30,394_CV_3_15v_x30_BSE,394CV,NKBS,775.3247253,0.107157556,455.7951736,354.1209526,329.198298,171.8153844,428.8048337,260.208577,460.2037759,331.0322192,1.684742207,0.0002351,6.653281942,5.146420554,6.061001882,6.131669383,6.122043528,-2.233455045,5.796660299,5.80221571
454_1196_406_513,x30,394_CV_3_15v_x30_BSE,394CV,NKBS,679.359129,0.101181556,431.7318631,361.9583456,310.9489554,179.7089556,353.3203303,223.1081687,423.7583922,262.9104841,1.603175634,0.000234362,6.521149896,5.191338629,5.867375097,6.049163463,6.067804708,-2.290838789,5.739628768,5.57181361
134_869_412_582,x30,394_CV_3_15v_x30_BSE,394CV,NKBS,719.9562363,0.105951772,437.2968429,359.8722,329.0467769,138.770931,369.9351991,226.2893134,434.1063237,273.0582866,1.658479034,0.000242288,6.579190427,4.932824595,5.913327853,6.07328949,6.080612239,-2.244771267,5.79619992,5.609685276
540_217_377_602,x30,394_CV_3_15v_x30_BSE,394CV,NKBS,757.7294702,0.117653593,395.5063792,325.1871973,369.132303,140.5064882,343.4286388,233.8581352,389.9420591,253.6125643,1.94318477,0.000297476,6.630326423,4.945253667,5.838979343,5.965998162,5.980166917,-2.140010621,5.911155124,5.535807765
367_1260_403_640,x30,396_CV_1_15v_x30_BSE,396CV,NKBS,877.8753814,0.110351173,456.0310963,352.2590219,358.0420593,170.3590595,434.0059479,282.6603104,444.4951583,370.8854155,1.974994249,0.000241982,6.777504649,5.137908324,6.073058239,6.096939162,6.122561001,-2.204087513,5.880650464,5.915893162
579_907_413_607,x30,396_CV_1_15v_x30_BSE,396CV,NKBS,808.3484545,0.100409415,461.353205,383.4388427,333.6350919,182.2666835,422.7032249,278.8974157,464.6906878,326.3859558,1.739540894,0.000217641,6.694993221,5.205470908,6.046670337,6.141371997,6.134163921,-2.298499297,5.810047856,5.788080594
955_1233_435_708,x30,396_CV_1_15v_x30_BSE,396CV,NKBS,906.7803162,0.086976936,521.5696279,461.0609486,312.6426758,188.9925284,418.4299194,251.6271699,523.4951831,409.1508113,1.73216554,0.00016676,6.809900212,5.241707482,6.036509419,6.260527829,6.25684278,-2.4421123,5.745060927,6.01408382
788_1613_444_711,x30,396_CV_1_15v_x30_BSE,396CV,NKBS,935.6013634,0.091934684,508.124904,441.1993222,337.7655263,190.7993266,429.784837,235.3727725,505.48409,403.1777758,1.850901704,0.000180929,6.841189492,5.251222229,6.063284704,6.225516564,6.230727291,-2.386676911,5.822351946,5.999377596
461_1076_487_592,x30,396_CV_2_15v_x30_BSE,396CV,NKBS,816.5849546,0.093267649,489.9211821,425.249798,346.6431126,155.3347934,409.510318,247.8765377,497.4912281,332.1268123,1.641405734,0.000190373,6.705130954,5.045582745,6.0149621,6.209577924,6.194244525,-2.372281968,5.848295757,5.805516861
19_762_402_669,x30,396_CV_2_15v_x30_BSE,396CV,NKBS,858.5442416,0.096544201,471.6961413,412.6402521,352.6963702,156.1739745,464.6467364,283.8331798,511.4366954,366.8787087,1.678691125,0.000204675,6.755238213,5.050970607,6.14127741,6.237223815,6.15633501,-2.337754333,5.865607546,5.905031299
248_350_434_667,x30,396_CV_2_15v_x30_BSE,396CV,NKBS,835.4546082,0.092610357,480.379447,429.1983724,333.3572398,168.3896173,432.4565896,257.9540994,503.3977074,352.2547458,1.659631333,0.000192786,6.727976018,5.126280445,6.06948195,6.221380528,6.174576306,-2.379354298,5.809214707,5.864354624
862_1429_381_687,x30,396_CV_2_15v_x30_BSE,396CV,NKBS,886.2922472,0.103254746,461.6983603,379.0533569,364.319997,150.1740831,353.7862974,212.9735984,426.2028366,353.3932961,2.079508091,0.000223641,6.787046746,5.011795175,5.868693051,6.054915375,6.134911778,-2.270556084,5.898032594,5.86758159
298_1446_457_639,x30,396_CV_2_15v_x30_BSE,396CV,NKBS,798.7889624,0.100045356,475.2503896,393.0857944,348.8860643,136.9636964,389.44244,243.1348902,458.9357823,306.8160887,1.740524477,0.000210511,6.683096784,4.919715901,5.964716075,6.128910292,6.163841801,-2.302131633,5.854745406,5.726248509
676_1450_425_631,x30,398_CV_1_15v_x30_BSE,398CV,NKBS,824.6368433,0.125977891,365.3168692,277.2326339,306.0595293,162.3296104,349.9750638,212.666517,357.3207444,359.6141994,2.307833666,0.000344846,6.7149431,5.0896289,5.857861906,5.878633822,5.900765112,-2.071648855,5.723779623,5.885031788
111_1591_415_642,x30,398_CV_1_15v_x30_BSE,398CV,NKBS,830.5102001,0.118022562,381.0738045,308.2762655,321.2924238,195.3895725,322.5049005,160.7535165,390.0886788,351.1926162,2.129029232,0.000309711,6.722040211,5.274995373,5.776118331,5.966374095,5.942993069,-2.136879467,5.772351686,5.861334837
924_1079_407_613,x30,398_CV_1_15v_x30_BSE,398CV,NKBS,819.0222984,0.101007022,446.6676957,379.2688097,319.6096471,160.8805108,379.9251863,230.2261123,448.2529829,338.3594276,1.827142997,0.000226135,6.70811131,5.08066192,5.939974355,6.105357767,6.101814908,-2.292565237,5.767100398,5.824108726
156_595_425_582,x30,398_CV_1_15v_x30_BSE,398CV,NKBS,826.8380663,0.114448165,402.856621,326.3574203,346.4456906,127.8744803,309.4312421,154.1822921,384.3432352,345.1546454,2.151301208,0.000284092,6.717608867,4.85104916,5.734735909,5.951535995,5.998580719,-2.167633264,5.847726069,5.843992564
1186_740_383_617,x30,398_CV_1_15v_x30_BSE,398CV,NKBS,763.0420849,0.106264544,405.8768632,338.7664592,286.5429122,161.4971238,349.1805324,221.275992,396.620174,312.5907122,1.923861001,0.000261815,6.637313187,5.084487333,5.855589073,5.982979082,6.006049821,-2.2418236,5.657888306,5.744894706
375_985_343_622,x30,398_CV_1_15v_x30_BSE,398CV,NKBS,819.8796353,0.116161135,403.2484721,321.3587804,324.3393187,115.2755723,262.7858645,136.5256026,359.4557906,330.2433544,2.280891438,0.000288063,6.709157543,4.747325542,5.571339497,5.884591195,5.999552928,-2.152776958,5.781790248,5.79982982
395_350_445_542,x30,398_CV_1_15v_x30_BSE,398CV,NKBS,710.6849035,0.110843168,420.41658,330.2680681,306.7915966,123.1447736,348.9816169,163.4246654,391.5622877,272.6986853,1.814998343,0.000263651,6.566229158,4.813360685,5.855019247,5.970144603,6.041246077,-2.199638977,5.726168679,5.608367469
378_1850_425_648,x30,398_CV_1_15v_x30_BSE,398CV,NKBS,889.5629272,0.124243434,394.4032476,291.7200529,320.0045572,101.7899044,243.6942332,107.2607261,321.5493784,399.9054337,2.766489339,0.000315016,6.790730249,4.622910928,5.495914297,5.77315112,5.977373857,-2.085512458,5.768335237,5.991228103
1170_82_401_564,x30,398_CV_1_15v_x30_BSE,398CV,NKBS,719.7633164,0.109775665,370.6081066,317.7799684,283.091585,142.8798979,355.4104557,208.6398588,397.7445425,323.4815509,1.809612049,0.000296204,6.578922431,4.962004403,5.873273335,5.985809946,5.915145188,-2.209316402,5.645770467,5.779142083
857_1038_373_655,x30,398_CV_2_15v_x30_BSE,398CV,NKBS,824.6087749,0.123305645,380.5052962,296.3872774,332.412703,112.8041991,248.1894266,127.1591079,336.0223855,328.9451384,2.454029286,0.000324058,6.714909062,4.725653564,5.514192272,5.817177781,5.941500096,-2.093089089,5.806377278,5.795890984
1123_796_355_628,x30,398_CV_2_15v_x30_BSE,398CV,NKBS,856.4356436,0.124195354,370.3582072,281.2260778,300.6780091,122.8237232,278.8974157,128.8080379,337.4254585,389.4788512,2.538147677,0.000335338,6.752779176,4.810750183,5.630844028,5.821344622,5.914470665,-2.085899517,5.706039955,5.964809567
25_799_363_625,x30,398_CV_2_15v_x30_BSE,398CV,NKBS,840.8736404,0.113652567,394.5136996,327.984567,312.8552917,132.394252,287.3846589,167.7171742,379.8427532,364.5635316,2.213741432,0.000288083,6.734441399,4.885784229,5.660821593,5.93975736,5.977653866,-2.174609146,5.745740757,5.898700834
722_1588_387_517,x30,398_CV_2_15v_x30_BSE,398CV,NKBS,750.3099092,0.119493629,384.7150142,297.5838249,306.0733806,151.9586064,346.9665704,227.0881289,371.2577913,317.3521169,2.020994379,0.000310603,6.620486333,5.023608157,5.849228436,5.916896677,5.952502837,-2.124492219,5.723824879,5.760011936
386_1904_398_592,x30,398_CV_2_15v_x30_BSE,398CV,NKBS,739.5556541,0.110628135,375.8647043,322.5977648,286.1400334,146.6420235,387.4375209,237.6466802,404.6270573,319.6090175,1.827746417,0.00029433,6.606049538,4.987994403,5.959554599,6.002965797,5.92922925,-2.201580836,5.656481318,5.767098429
557_700_389_630,x30,398_CV_2_15v_x30_BSE,398CV,NKBS,785.0988488,0.120704327,391.8716322,302.3451779,322.1715467,132.1059905,336.8924133,182.0424471,373.0686997,315.2248979,2.104435053,0.00030802,6.665809632,4.883604559,5.819763631,5.921762584,5.970934317,-2.114411304,5.775084157,5.753286346
936_1883_385_685,x30,398_CV_2_15v_x30_BSE,398CV,NKBS,767.5041493,0.110379362,420.4424873,342.9843276,312.5672321,157.761299,322.6779442,237.8528415,363.4298797,289.5465986,2.111835576,0.000262531,6.643143886,5.061083125,5.776654749,5.895586375,6.041307698,-2.203832102,5.744819589,5.668316246
182_1605_358_606,x30,398_CV_2_15v_x30_BSE,398CV,NKBS,774.773124,0.138046661,312.6180897,245.7582732,294.6924031,106.5347353,300.1894641,190.6351305,288.6090967,333.8047252,2.684506943,0.000441582,6.652570243,4.668471085,5.704413822,5.665073166,5.744982285,-1.980163531,5.685932111,5.810556167
1094_1334_347_597,x30,398_CV_2_15v_x30_BSE,398CV,NKBS,820.59008,0.137132339,358.8150929,256.6736072,312.3522116,112.6471826,244.3637547,126.4935175,301.4025386,340.334788,2.722571893,0.000382181,6.710023691,4.724260656,5.498657913,5.708446709,5.882807194,-1.986808839,5.744131434,5.829929804
270_1003_404_629,x30,398_CV_2_15v_x30_BSE,398CV,NKBS,838.8423596,0.122315248,377.4263255,293.5856436,309.2600524,132.5176007,323.4491812,170.7661689,354.3861441,375.3009183,2.367029224,0.000324077,6.732022798,4.886715472,5.779042011,5.870387121,5.933375385,-2.101153564,5.734182517,5.927728153
1219_1583_385_542,x30,398_CV_2_15v_x30_BSE,398CV,NKBS,706.031544,0.134893395,361.8078526,253.8037482,291.2667824,116.0759432,261.8152044,137.2417552,297.4190701,271.3961255,2.373861043,0.000372832,6.559659916,4.75424466,5.567638928,5.695142155,5.891113277,-2.00327048,5.674239625,5.603579471
752_652_379_548,x30,399_F_1_15v_x30_BSE,399F,NKBS,727.2754813,0.121655233,376.4149024,291.3464359,303.3509862,150.3915167,316.1519799,171.1166222,361.4012083,296.7185205,2.012377005,0.000323195,6.589305335,5.013242005,5.756223047,5.889988722,5.930691999,-2.106564196,5.714890505,5.692783947
687_1267_399_541,x30,399_F_1_15v_x30_BSE,399F,NKBS,664.5474929,0.115081365,393.9576741,304.936922,294.8752172,163.5995269,323.4365528,191.7176459,347.4332213,241.0387838,1.912734454,0.000292116,6.499106347,5.097421532,5.779002967,5.850572478,5.976243477,-2.162115883,5.686552274,5.484957849
474_908_413_473,x30,399_F_1_15v_x30_BSE,399F,NKBS,629.5785037,0.114558206,407.5940995,309.0217637,287.9627634,173.3380337,353.5206559,218.2214555,404.3207371,236.5241922,1.557126425,0.00028106,6.445050554,5.15524364,5.867941916,6.002208467,6.010271825,-2.166672238,5.662831178,5.466050495
1178_1165_429_580,x30,399_F_1_15v_x30_BSE,399F,NKBS,695.9902303,0.104668815,374.4165877,330.4658877,271.9258661,169.0754921,387.6623627,213.9494787,439.8548824,328.6063703,1.582317847,0.000279552,6.545335623,5.130345314,5.960134761,6.08644486,5.925369048,-2.256954059,5.605529478,5.794860592
534_1171_375_563,x30,399_F_2_15v_x30_BSE,399F,NKBS,808.9596338,0.114614965,430.8953409,330.9640333,339.1191816,159.4523981,351.5006427,185.7883557,417.4232584,345.2432138,1.93798409,0.000265993,6.695749019,5.071745433,5.86221154,6.034100715,6.065865232,-2.166176895,5.826351614,5.844249136
528_849_359_597,x30,399_F_2_15v_x30_BSE,399F,NKBS,872.8109487,0.1093424,445.269442,368.6078614,383.1219482,148.2211985,447.6572572,272.1521865,472.8953756,378.2135423,1.845674527,0.000245565,6.771718979,4.998705742,6.104027889,6.158874171,6.098679587,-2.213271032,5.948353341,5.935458963
467_529_394_676,x30,400_CV_1_10v_x30_BSE,400CV,NKLS,818.6581573,0.105347288,417.8438099,359.2511948,328.5133946,136.7547812,333.2026016,195.1664613,411.5400392,343.0150474,1.989255186,0.000252121,6.707666606,4.918189404,5.808750718,6.019906316,6.035107702,-2.250492883,5.794577612,5.837774316
658_888_349_609,x30,400_CV_1_10v_x30_BSE,400CV,NKLS,683.4552418,0.111473989,396.2114589,313.9653068,277.324104,129.5668547,327.3321833,198.2671722,365.4174834,284.9419762,1.870340837,0.00028135,6.52716117,4.864197001,5.790975506,5.90104049,5.981948056,-2.193964001,5.625186873,5.652285567
57_1232_485_647,x30,400_CV_1_10v_x30_BSE,400CV,NKLS,773.4645748,0.100569478,457.988429,366.856587,295.9519582,193.4638152,433.9808504,306.3490354,456.5741505,353.0790118,1.694061247,0.00021959,6.65087987,5.265090493,6.07300041,6.123751119,6.12684392,-2.296906466,5.690197138,5.866691861
512_1505_409_702,x30,400_CV_1_10v_x30_BSE,400CV,NKLS,875.6469702,0.102943284,446.1705662,370.170672,315.0967023,159.8021029,361.0883834,217.1770135,422.161752,402.071163,2.074197783,0.000230726,6.774963008,5.073936193,5.889122758,6.045388539,6.100701314,-2.273577086,5.752879583,5.996629095
862_1692_442_591,x30,400_CV_1_10v_x30_BSE,400CV,NKLS,737.6403746,0.109400499,397.0318977,325.5010624,285.8926612,144.170036,411.0534227,256.8167884,401.5736834,328.1940105,1.83687429,0.000275546,6.603456409,4.970993409,6.018723188,5.995391037,5.984016624,-2.212739825,5.65561643,5.793604929
165_875_393_553,x30,400_CV_1_10v_x30_BSE,400CV,NKLS,705.3929496,0.109286578,392.7531406,320.2850847,285.6905076,144.0283084,427.1505615,282.6603104,422.2165754,304.2361802,1.670689856,0.000278258,6.558755023,4.970009866,6.057136554,6.045518394,5.973181274,-2.213781692,5.654909084,5.717804308
342_1314_349_629,x30,401_CC_1_10v_x30_BSE,401CC,NKLS,831.141122,0.112290439,412.5544552,347.1980135,334.728924,142.5268837,375.1104939,217.1519353,425.7937391,336.8342883,1.951980609,0.000272183,6.722799602,4.95953064,5.927220633,6.053955048,6.02236821,-2.186666558,5.813321022,5.819591083
149_1627_382_657,x30,401_CC_1_10v_x30_BSE,401CC,NKLS,842.4395446,0.116991237,400.1063208,330.7294632,344.4574368,143.8012537,410.944103,232.3453439,435.7966778,359.0307807,1.933102264,0.0002924,6.736301902,4.968432163,6.018457203,6.077175799,5.991730314,-2.145656243,5.841970532,5.883408125
510_939_443_656,x30,401_CC_1_10v_x30_BSE,401CC,NKLS,783.7467388,0.113641806,415.9594364,342.3645046,343.4034252,164.0400151,422.6484645,254.1950528,440.6713076,296.55519,1.778529088,0.000273204,6.664085931,5.100110393,6.04654078,6.088299263,6.030587747,-2.174703827,5.838905923,5.69223334
795_832_357_686,x30,401_CC_2_10v_x30_BSE,401CC,NKLS,848.3918664,0.122569774,376.2701914,313.6398978,350.2215229,138.770931,407.9947491,233.2576982,417.2829805,356.4996291,2.033133164,0.000325749,6.743342636,4.932824595,6.011254304,6.033764602,5.930307479,-2.099074825,5.858565877,5.876333199
962_1232_362_710,x30,404_CV_1_10v_x30_BSE,404CV,NKLS,907.7002634,0.120852649,402.7822614,320.6759355,369.874562,159.4523981,281.3277284,170.0951166,344.2483118,346.8885097,2.636760246,0.000300045,6.810914218,5.071745433,5.639520283,5.841363234,5.998396122,-2.113183252,5.913163926,5.849003431
40_930_453_630,x30,404_CV_1_10v_x30_BSE,404CV,NKLS,846.4976607,0.115446418,428.5412147,330.8405961,363.7361283,165.420298,266.9852768,150.7441774,343.2858872,315.5694444,2.465867932,0.000269394,6.741107438,5.108489496,5.587193514,5.83856359,6.060386917,-2.158948766,5.896428683,5.754378767
293_652_400_665,x30,404_CV_1_10v_x30_BSE,404CV,NKLS,1004.017949,0.128951335,391.1448067,299.1353673,388.3370979,150.3100159,234.346673,129.9865056,325.0825083,423.498001,3.088501916,0.000329677,6.911765178,5.012699934,5.456801527,5.784079022,5.969077841,-2.048320193,5.961873771,6.048548794
307_1854_404_614,x30,404_CV_1_10v_x30_BSE,404CV,NKLS,747.5994251,0.107582598,429.784837,354.8430378,352.4887915,200.7512386,360.5714403,241.2855013,405.2289235,257.2000065,1.844881699,0.000250317,6.616867307,5.302066523,5.887690107,6.004452151,6.063284704,-2.229496372,5.865018825,5.549854018
873_1772_393_555,x30,404_CV_1_10v_x30_BSE,404CV,NKLS,736.1012336,0.129016572,376.8234106,282.462752,348.1283397,165.6834706,294.8258911,159.6913038,334.9509812,246.7418326,2.197638684,0.000342379,6.601367655,5.110079164,5.686384983,5.813984196,5.931776671,-2.047814417,5.852571204,5.508342578
957_906_509_632,x30,404_CV_2_10v_x30_BSE,404CV,NKLS,918.4943592,0.102807633,486.8098673,392.7427406,402.1109717,168.3896173,341.6200297,211.2469044,438.9563015,347.7016258,2.092450561,0.000211186,6.822735763,5.126280445,5.833699095,6.084399867,6.187873631,-2.274895679,5.996728099,5.851344715
38_15_396_585,x30,404_CV_2_10v_x30_BSE,404CV,NKLS,759.3807682,0.098205261,464.8693806,386.1950256,325.9509429,199.779039,411.8476017,258.9497496,473.9450892,320.7204763,1.602254745,0.000211253,6.632503322,5.297211951,6.020653382,6.161091469,6.141756464,-2.320695488,5.786746888,5.770569954
439_959_454_653,x30,407_CC_1_10v_x30_BSE,407CC,NKLS,797.8372939,0.104904547,448.4716221,362.2328343,316.9597715,172.2585754,499.2342381,299.5719952,485.2972314,374.8154354,1.644017815,0.000233916,6.681904684,5.148996693,6.213075401,6.184761552,6.105845407,-2.25470442,5.758774862,5.926433732
152_1378_469_745,x30,407_CC_1_10v_x30_BSE,407CC,NKLS,969.2103432,0.096875876,484.1624653,404.3308392,342.7131859,168.9062997,496.1977882,264.2789634,536.7680142,481.9512587,1.805641017,0.00020009,6.876481661,5.129344122,6.206974614,6.285565998,6.182420523,-2.33432475,5.836893905,6.177842986
151_636_432_726,x30,407_CC_1_10v_x30_BSE,407CC,NKLS,1019.51089,0.101437497,487.6677369,387.4199496,337.9291916,192.2778622,415.4026181,190.5065306,478.9744315,493.4125613,2.128528838,0.000208005,6.927078272,5.258941525,6.029248214,6.171647217,6.189634307,-2.28831246,5.822836381,6.201345662
852_691_352_679,x30,407_CC_1_10v_x30_BSE,407CC,NKLS,899.8303081,0.104927427,427.2876,345.9054479,273.7945882,149.8291678,340.0541298,189.7761514,401.6380971,466.5934831,2.240400785,0.000245566,6.802206199,5.009495764,5.82910481,5.995551427,6.057457323,-2.254486336,5.612378147,6.145458393
196_1217_457_672,x30,407_CC_2_10v_x30_BSE,407CC,NKLS,815.8827037,0.098391969,470.2391256,399.3433434,335.4159542,221.0543712,482.7628193,264.3562296,539.2303993,385.2702098,1.513050275,0.000209238,6.704270599,5.398408695,6.179525476,6.290142936,6.153241343,-2.31879609,5.815371416,5.953944932
27_567_403_675,x30,407_CC_2_10v_x30_BSE,407CC,NKLS,948.242024,0.108979634,457.0957096,359.6034818,365.6009858,178.5917724,377.9202142,215.2880439,435.6935665,437.8387236,2.176396663,0.000238418,6.854609769,5.1851026,5.9346831,6.076939167,6.124892799,-2.216594259,5.901542536,6.081850632
661_549_365_744,x30,410_CC_1_10v_x30_BSE,410CC,NKLS,953.9381167,0.118617889,384.49199,311.4967858,317.116833,142.2591555,302.3451779,127.4478753,376.7583681,461.4855624,2.531962651,0.000308505,6.860598802,4.957650433,5.711569338,5.931604049,5.951922956,-2.131847967,5.759270264,6.134450769
292_802_468_632,x30,410_CC_1_10v_x30_BSE,410CC,NKLS,843.8024863,0.11526903,412.9766679,327.9347491,336.374765,174.0513458,394.2098822,221.6202949,426.713657,360.0634442,1.977444294,0.000279118,6.737918446,5.159350346,5.976883463,6.056113196,6.023391097,-2.160486489,5.818225911,5.88628025
875_834_321_726,x30,410_CC_1_10v_x30_BSE,410CC,NKLS,959.7465282,0.149685695,339.0717701,239.4161407,339.0829053,117.347503,276.2880901,140.5064882,290.3165099,439.4458705,3.305862725,0.000441457,6.866669217,4.765139643,5.621444126,5.670971741,5.826211796,-1.899217551,5.826244636,6.085514548
622_1420_477_633,x30,410_CC_1_10v_x30_BSE,410CC,NKLS,757.3034983,0.121037922,397.7445425,307.2144613,337.0159744,163.5745581,349.8700088,165.420298,374.5910935,294.7734423,2.021680471,0.000304311,6.629764095,5.097268899,5.857561682,5.925835014,5.985809946,-2.111651374,5.820130331,5.686207069
1245_946_428_450,x30,410_CC_2_10v_x30_BSE,410CC,NKLS,905.2971318,0.101617584,500.4599829,394.6689704,374.2290663,194.7474388,475.5339254,319.8639618,482.0289909,374.9182407,1.878096855,0.000203048,6.808263212,5.271703534,6.164438226,6.178004259,6.215527641,-2.286538692,5.924868087,5.926707977
538_1143_466_628,x30,411_CV_1_10v_x30_BSE,411CV,NKLS,801.9275676,0.093211892,449.0632356,423.3726604,323.0190382,177.8660506,545.3090082,343.3374433,548.1529269,368.1565526,1.462963214,0.00020757,6.687018289,5.181030742,6.301352621,6.306554312,6.107163714,-2.372879969,5.777711263,5.908508262
